Year;Month;day;hour;Flow (m³/s);Temp (C);ET (mm/day);Prec (mm/h)
93;9;1;0;0.183;6.795;0.155;0
93;9;1;1;0.183;14.35;1.958;0
93;9;1;2;0.18625;13.29;1.93;0
93;9;1;3;0.21275;11.4;0.411;0
93;9;1;4;0.24175;13.7;1.517;0
93;9;1;5;0.25;12.59;1.141;0
93;9;1;6;0.24025;11.21;1.148;0
93;9;1;7;0.2205;12.29;1.824;0
93;9;1;8;0.20375;12.22;1.316;0
93;9;1;9;0.19325;12.84;2.061;0
93;9;1;10;0.185;5.508;1.958;0
93;9;1;11;0.17925;6.395;1.958;0
93;9;1;12;0.17175;6.095;1.958;0
93;9;1;13;0.16925;6.575;1.93;0
93;9;1;14;0.16425;7.19;1.93;0
93;9;1;15;0.162;8.44;1.93;0
93;9;1;16;0.159;9.19;1.93;0
93;9;1;17;0.159;9.84;1.93;0
93;9;1;18;0.159;11.26;1.93;0
93;9;1;19;0.159;13.29;1.93;0
93;9;1;20;0.16225;13.02;1.93;0
93;9;1;21;0.1875;4.971;1.93;0
93;9;1;22;0.20075;4.539;1.93;0
93;9;1;23;0.19575;4.559;0.411;0
93;9;2;0;0.18825;13.84;2.206;0
93;9;2;1;0.18175;15.82;0.36;0
93;9;2;2;0.178;15.48;1.846;0
93;9;2;3;0.1755;13.79;1.286;0
93;9;2;4;0.173;11.45;1.861;0
93;9;2;5;0.173;11.63;1.261;0
93;9;2;6;0.173;11.41;1.728;0
93;9;2;7;0.17425;9.49;0.975;0
93;9;2;8;0.178;10.2;0.961;0
93;9;2;9;0.178;8.51;1.096;0
93;9;2;10;0.17925;8.94;0.36;0
93;9;2;11;0.183;11.29;0.36;0
93;9;2;12;0.183;10.54;0.36;0
93;9;2;13;0.183;8.83;1.846;0
93;9;2;14;0.183;7.58;1.846;0
93;9;2;15;0.183;8.8;1.846;0
93;9;2;16;0.18175;11.98;1.846;0
93;9;2;17;0.17925;11.88;1.846;0
93;9;2;18;0.178;13.41;1.846;0
93;9;2;19;0.178;15.48;1.846;0
93;9;2;20;0.178;6.203;1.846;0
93;9;2;21;0.178;8.59;1.846;0
93;9;2;22;0.178;8.07;1.846;0
93;9;2;23;0.183;8.03;1.286;0
93;9;3;0;0.183;7.15;1.02;0
93;9;3;1;0.183;13.81;-0.187;0
93;9;3;2;0.178;13.97;0.187;0
93;9;3;3;0.17425;13.77;2.066;0
93;9;3;4;0.16925;11.37;2.066;0
93;9;3;5;0.168;11.08;2.066;0
93;9;3;6;0.168;10.58;2.066;0
93;9;3;7;0.1705;12.6;2.066;0
93;9;3;8;0.1755;15.8;2.066;0
93;9;3;9;0.18175;15.94;2.066;0
93;9;3;10;0.183;17.25;0.187;0
93;9;3;11;0.17925;18.98;0.187;0
93;9;3;12;0.178;18.5;0.187;0
93;9;3;13;0.1755;19.01;0.187;0
93;9;3;14;0.173;20.62;0.187;0
93;9;3;15;0.17175;18.48;0.187;0
93;9;3;16;0.1705;18.2;0.187;0
93;9;3;17;0.16925;17.57;0.187;0
93;9;3;18;0.173;16.07;0.187;0
93;9;3;19;0.173;15.87;0.187;0
93;9;3;20;0.173;13.93;0.187;0
93;9;3;21;0.173;12.51;0.187;0
93;9;3;22;0.173;11.33;0.187;0
93;9;3;23;0.173;9.59;2.066;0
93;9;4;0;0.1755;5.57;2.066;0
93;9;4;1;0.173;6.092;2.066;0
93;9;4;2;0.173;5.081;2.066;0
93;9;4;3;0.178;5.619;2.624;0
93;9;4;4;0.178;3.813;2.624;0
93;9;4;5;0.178;2.864;2.624;0
93;9;4;6;0.178;3.234;2.624;0
93;9;4;7;0.178;6.669;2.624;0
93;9;4;8;0.18175;10.98;2.624;0
93;9;4;9;0.18175;12.69;2.624;0
93;9;4;10;0.178;14.36;2.066;0
93;9;4;11;0.178;14.57;2.066;0
93;9;4;12;0.178;16.22;2.066;0
93;9;4;13;0.178;16.39;2.066;0
93;9;4;14;0.178;16.92;2.066;0
93;9;4;15;0.178;17.12;2.066;0
93;9;4;16;0.178;17.36;2.066;0
93;9;4;17;0.178;16.25;2.066;0
93;9;4;18;0.178;14.46;2.066;0
93;9;4;19;0.178;11.46;2.066;0
93;9;4;20;0.178;8.82;2.066;0
93;9;4;21;0.18175;6.42;2.066;0
93;9;4;22;0.183;6.391;2.066;0
93;9;4;23;0.183;5.09;2.624;0
93;9;5;0;0.183;4.898;2.624;0
93;9;5;1;0.183;5.506;2.624;0
93;9;5;2;0.183;3.505;2.624;0
93;9;5;3;0.183;4.548;2.513;0
93;9;5;4;0.183;3.418;2.513;0
93;9;5;5;0.184;2.991;2.513;0
93;9;5;6;0.187;3.004;2.513;0
93;9;5;7;0.187;5.999;2.513;0
93;9;5;8;0.187;10.14;2.513;0
93;9;5;9;0.187;12.35;2.513;0
93;9;5;10;0.187;13.47;2.624;0
93;9;5;11;0.187;14.45;2.624;0
93;9;5;12;0.187;14.65;2.624;0
93;9;5;13;0.186;16.58;2.624;0
93;9;5;14;0.184;16.11;2.624;0
93;9;5;15;0.183;16.73;2.624;0
93;9;5;16;0.183;16.66;2.624;0
93;9;5;17;0.183;15.96;2.624;0
93;9;5;18;0.183;14.16;2.624;0
93;9;5;19;0.183;10.27;2.624;0
93;9;5;20;0.183;8.04;2.624;0
93;9;5;21;0.183;7.28;2.624;0
93;9;5;22;0.187;6.058;2.624;0
93;9;5;23;0.187;5.457;2.513;0
93;9;6;0;0.187;11.19;2.513;0
93;9;6;1;0.187;6.191;2.513;0
93;9;6;2;0.187;5.594;2.513;0
93;9;6;3;0.187;6.283;2.193;0
93;9;6;4;0.187;6.566;2.193;0
93;9;6;5;0.19075;6.465;2.193;0
93;9;6;6;0.192;7.26;2.193;0
93;9;6;7;0.192;8.96;2.193;0
93;9;6;8;0.192;11.38;2.193;0
93;9;6;9;0.192;13.63;2.193;0
93;9;6;10;0.192;16.13;2.513;0
93;9;6;11;0.19075;16.02;2.513;0
93;9;6;12;0.187;17.07;2.513;0
93;9;6;13;0.187;17.68;2.513;0
93;9;6;14;0.184;17.61;2.513;0
93;9;6;15;0.183;18.27;2.513;0
93;9;6;16;0.184;17.6;2.513;0
93;9;6;17;0.187;16.79;2.513;0
93;9;6;18;0.187;15.69;2.513;0
93;9;6;19;0.187;13.8;2.513;0
93;9;6;20;0.187;10.37;2.513;0
93;9;6;21;0.187;10.72;2.513;0
93;9;6;22;0.18825;10.63;2.513;0
93;9;6;23;0.18825;11.29;2.193;0
93;9;7;0;0.19075;13.44;2.193;0
93;9;7;1;0.192;11.26;2.193;0
93;9;7;2;0.18825;11.44;2.193;0
93;9;7;3;0.187;11.83;1.175;0
93;9;7;4;0.19075;11.96;1.175;0
93;9;7;5;0.1895;11.71;1.175;0
93;9;7;6;0.192;12.09;1.175;0
93;9;7;7;0.192;13.58;1.175;0
93;9;7;8;0.192;14.8;1.175;0
93;9;7;9;0.192;16.49;1.175;0
93;9;7;10;0.192;17.81;2.193;0
93;9;7;11;0.18825;17.84;2.193;0.015873016
93;9;7;12;0.187;17.43;2.193;0.031746032
93;9;7;13;0.187;15.62;2.193;0.587301587
93;9;7;14;0.187;13.51;2.193;0.19047619
93;9;7;15;0.18825;13.18;2.193;0
93;9;7;16;0.1995;14.29;2.193;0.063492063
93;9;7;17;0.1945;14.33;2.193;0.031746032
93;9;7;18;0.197;14.82;2.193;0.031746032
93;9;7;19;0.19825;14.95;2.193;0
93;9;7;20;0.205;15.23;2.193;0
93;9;7;21;0.20925;14.99;2.193;0.031746032
93;9;7;22;0.213;14.67;2.193;0.015873016
93;9;7;23;0.2155;13.94;1.175;0
93;9;8;0;0.218;15.07;1.175;0.015873016
93;9;8;1;0.22175;13.46;1.175;0
93;9;8;2;0.228;14.27;1.175;0.047619048
93;9;8;3;0.234;14.79;1.666;0.015873016
93;9;8;4;0.23775;15.19;1.666;0.142857143
93;9;8;5;0.239;14.51;1.666;0.111111111
93;9;8;6;0.239;15.76;1.666;0.317460317
93;9;8;7;0.239;16.27;1.666;0
93;9;8;8;0.24025;17.23;1.666;0
93;9;8;9;0.23775;17.85;1.666;0.238095238
93;9;8;10;0.234;17.65;1.175;0.095238095
93;9;8;11;0.23775;17.97;1.175;0
93;9;8;12;0.24275;19;1.175;0
93;9;8;13;0.23525;18.75;1.175;0.095238095
93;9;8;14;0.234;19.5;1.175;0.031746032
93;9;8;15;0.239;17.96;1.175;0
93;9;8;16;0.23525;17.6;1.175;0.031746032
93;9;8;17;0.25125;16.97;1.175;0.015873016
93;9;8;18;0.261;17.17;1.175;0
93;9;8;19;0.261;16.6;1.175;0
93;9;8;20;0.261;16.33;1.175;0.111111111
93;9;8;21;0.261;16.44;1.175;0.079365079
93;9;8;22;0.261;16.12;1.175;0.888888889
93;9;8;23;0.261;14.92;1.666;0
93;9;9;0;0.30975;14.2;1.666;0.031746032
93;9;9;1;0.302;15.48;1.666;0.095238095
93;9;9;2;0.30025;15.24;1.666;0.53968254
93;9;9;3;0.3105;14.79;1.453;0.031746032
93;9;9;4;0.33;15.22;1.453;0.015873016
93;9;9;5;0.3555;15.17;1.453;0
93;9;9;6;0.3845;15.12;1.453;0.031746032
93;9;9;7;0.52875;15.2;1.453;0
93;9;9;8;0.6065;15.74;1.453;0
93;9;9;9;0.606;16.38;1.453;0
93;9;9;10;0.614;17.16;1.666;0
93;9;9;11;0.614;16.29;1.666;0.015873016
93;9;9;12;0.61;18.02;1.666;0
93;9;9;13;0.6025;17.8;1.666;0
93;9;9;14;0.62125;16.69;1.666;0.142857143
93;9;9;15;0.627;15.5;1.666;0.047619048
93;9;9;16;0.60075;15.89;1.666;0.476190476
93;9;9;17;0.584;15.18;1.666;0.634920635
93;9;9;18;0.588;15.19;1.666;0.46031746
93;9;9;19;0.58225;15.19;1.666;0
93;9;9;20;0.5605;14.9;1.666;0
93;9;9;21;0.53925;14.71;1.666;0
93;9;9;22;0.5175;14.42;1.666;0
93;9;9;23;0.49825;14.45;1.453;0
93;9;10;0;0.4815;6.113;0.155;0.015873016
93;9;10;1;0.4745;13.69;0.155;0.063492063
93;9;10;2;0.46225;13.44;0.155;0.031746032
93;9;10;3;0.4525;13.03;1.958;0.063492063
93;9;10;4;0.4405;12.65;1.958;0.015873016
93;9;10;5;0.434;12.63;1.958;0
93;9;10;6;0.4275;12.56;1.958;0
93;9;10;7;0.4225;12.78;1.958;0
93;9;10;8;0.4145;13.57;1.958;0
93;9;10;9;0.4095;14.35;1.958;0.015873016
93;9;10;10;0.405;15.22;0.155;0
93;9;10;11;0.405;16.79;0.155;0
93;9;10;12;0.398;16.27;0.155;0
93;9;10;13;0.3965;17.73;0.155;0
93;9;10;14;0.38675;16.34;0.155;0
93;9;10;15;0.385;15.85;0.155;0
93;9;10;16;0.385;14.79;0.155;0
93;9;10;17;0.3805;15.62;0.155;0
93;9;10;18;0.376;14.07;0.155;0
93;9;10;19;0.373;11.11;0.155;0
93;9;10;20;0.3685;8.47;0.155;0
93;9;10;21;0.367;7.61;0.155;0
93;9;10;22;0.36;6.987;0.155;0
93;9;10;23;0.36;6.579;1.958;0
93;9;11;0;0.3585;5.508;1.958;0
93;9;11;1;0.3495;6.395;1.958;0
93;9;11;2;0.3405;6.095;1.958;0
93;9;11;3;0.336;6.575;1.93;0
93;9;11;4;0.336;7.19;1.93;0
93;9;11;5;0.336;8.44;1.93;0.015873016
93;9;11;6;0.33;9.19;1.93;0.015873016
93;9;11;7;0.33;9.84;1.93;0
93;9;11;8;0.3225;11.26;1.93;0
93;9;11;9;0.315;13.29;1.93;0
93;9;11;10;0.309;15.62;1.958;0.031746032
93;9;11;11;0.3045;17.91;1.958;0.015873016
93;9;11;12;0.3;15.86;1.958;0
93;9;11;13;0.29625;16.47;1.958;0
93;9;11;14;0.295;18.13;1.958;0
93;9;11;15;0.295;16.81;1.958;0
93;9;11;16;0.295;16.2;1.958;0
93;9;11;17;0.295;15.7;1.958;0
93;9;11;18;0.295;13.41;1.958;0
93;9;11;19;0.295;10.9;1.958;0
93;9;11;20;0.295;9.84;1.958;0
93;9;11;21;0.2935;8.17;1.958;0
93;9;11;22;0.289;6.654;1.958;0
93;9;11;23;0.2875;6.433;1.93;0
93;9;12;0;0.283;13.02;1.93;0
93;9;12;1;0.283;4.971;1.93;0
93;9;12;2;0.2785;4.539;1.93;0
93;9;12;3;0.27325;4.559;0.411;0
93;9;12;4;0.2675;4.753;0.411;0
93;9;12;5;0.266;6.315;0.411;0
93;9;12;6;0.2675;8.09;0.411;0
93;9;12;7;0.272;9.1;0.411;0
93;9;12;8;0.272;10.01;0.411;0
93;9;12;9;0.272;11.4;0.411;0.015873016
93;9;12;10;0.28475;11.32;1.93;0.476190476
93;9;12;11;0.292;11.77;1.93;0.523809524
93;9;12;12;0.29625;12.32;1.93;0.253968254
93;9;12;13;0.303;12.1;1.93;0.079365079
93;9;12;14;0.306;12.41;1.93;0.047619048
93;9;12;15;0.3075;12.01;1.93;0.047619048
93;9;12;16;0.315;12.4;1.93;0
93;9;12;17;0.339;12.57;1.93;0
93;9;12;18;0.35725;12.7;1.93;0.142857143
93;9;12;19;0.392;12.33;1.93;0.349206349
93;9;12;20;0.4455;12.61;1.93;0.26984127
93;9;12;21;0.47625;12.43;1.93;0.063492063
93;9;12;22;0.485;12.62;1.93;0
93;9;12;23;0.495;12.98;0.411;0.015873016
93;9;13;0;0.5355;12;0.411;0.095238095
93;9;13;1;0.601;12.8;0.411;0.015873016
93;9;13;2;0.72525;12.68;0.411;0
93;9;13;3;1.03325;12.67;1.517;0.111111111
93;9;13;4;1.09625;12.29;1.517;0.079365079
93;9;13;5;1.092;12.04;1.517;0.031746032
93;9;13;6;1.484;12.39;1.517;0.015873016
93;9;13;7;1.92175;12.56;1.517;0.015873016
93;9;13;8;1.892;12.99;1.517;0
93;9;13;9;1.691;13.7;1.517;0
93;9;13;10;1.4825;14.38;0.411;0.031746032
93;9;13;11;1.3345;15.57;0.411;0.174603175
93;9;13;12;1.24175;14.94;0.411;0.015873016
93;9;13;13;1.19175;14.92;0.411;0
93;9;13;14;1.138;15.92;0.411;0
93;9;13;15;1.03725;12.65;0.411;0.174603175
93;9;13;16;0.975;11.98;0.411;0.015873016
93;9;13;17;1.07575;12.58;0.411;0.015873016
93;9;13;18;1.159;11.55;0.411;0
93;9;13;19;1.187;11.27;0.411;0
93;9;13;20;1.19875;11.29;0.411;0
93;9;13;21;1.1755;11.23;0.411;0
93;9;13;22;1.12875;11.39;0.411;0
93;9;13;23;1.087;11.94;1.517;0
93;9;14;0;1.09875;7.41;1.517;0
93;9;14;1;1.2785;12.03;1.517;0
93;9;14;2;1.426;11.97;1.517;0
93;9;14;3;1.396;11.16;1.141;0
93;9;14;4;1.30975;10.92;1.141;0
93;9;14;5;1.23925;11.01;1.141;0
93;9;14;6;1.18;11.28;1.141;0
93;9;14;7;1.12175;11.54;1.141;0
93;9;14;8;1.0665;12.72;1.141;0
93;9;14;9;1.017;12.59;1.141;0
93;9;14;10;0.96625;12.27;1.517;0
93;9;14;11;0.92475;12.64;1.517;0
93;9;14;12;0.8905;12.83;1.517;0
93;9;14;13;0.8565;13.56;1.517;0
93;9;14;14;0.82725;13.41;1.517;0
93;9;14;15;0.79825;14.29;1.517;0
93;9;14;16;0.772;13.86;1.517;0
93;9;14;17;0.742;13.17;1.517;0
93;9;14;18;0.714;12.2;1.517;0
93;9;14;19;0.69225;11.11;1.517;0
93;9;14;20;0.673;9.27;1.517;0
93;9;14;21;0.6555;8.87;1.517;0
93;9;14;22;0.64;9.4;1.517;0
93;9;14;23;0.625;9.09;1.141;0
93;9;15;0;0.61;10.15;1.141;0
93;9;15;1;0.5955;5.558;1.141;0
93;9;15;2;0.5805;6.194;1.141;0
93;9;15;3;0.56975;6.004;1.148;0
93;9;15;4;0.5585;6.013;1.148;0
93;9;15;5;0.54625;4.757;1.148;0
93;9;15;6;0.534;5.07;1.148;0
93;9;15;7;0.521;6.643;1.148;0
93;9;15;8;0.51025;9.73;1.148;0
93;9;15;9;0.5015;11.21;1.148;0
93;9;15;10;0.495;10.99;1.141;0
93;9;15;11;0.48675;12.45;1.141;0
93;9;15;12;0.478;13.15;1.141;0
93;9;15;13;0.47275;13.92;1.141;0.015873016
93;9;15;14;0.471;14.02;1.141;0
93;9;15;15;0.46575;13.56;1.141;0
93;9;15;16;0.47625;13.32;1.141;0
93;9;15;17;0.4815;12.96;1.141;0
93;9;15;18;0.46425;11.89;1.141;0
93;9;15;19;0.444;11.87;1.141;0
93;9;15;20;0.434;11.06;1.141;0.126984127
93;9;15;21;0.431;11.33;1.141;0.031746032
93;9;15;22;0.431;10.72;1.141;0.063492063
93;9;15;23;0.431;10.72;1.148;0.063492063
93;9;16;0;0.42575;7.45;1.148;0
93;9;16;1;0.424;9.71;1.148;0
93;9;16;2;0.418;9.34;1.148;0
93;9;16;3;0.41625;8.17;1.824;0
93;9;16;4;0.411;9.35;1.824;0
93;9;16;5;0.408;9.41;1.824;0
93;9;16;6;0.405;9.25;1.824;0
93;9;16;7;0.398;8.42;1.824;0
93;9;16;8;0.395;11.7;1.824;0
93;9;16;9;0.39025;12.29;1.824;0
93;9;16;10;0.385;14.92;1.148;0
93;9;16;11;0.3835;14.32;1.148;0
93;9;16;12;0.379;16.38;1.148;0
93;9;16;13;0.3745;15.49;1.148;0
93;9;16;14;0.373;15.44;1.148;0
93;9;16;15;0.367;16.56;1.148;0
93;9;16;16;0.367;14.55;1.148;0
93;9;16;17;0.367;13.81;1.148;0
93;9;16;18;0.36175;10.93;1.148;0
93;9;16;19;0.36;9.08;1.148;0
93;9;16;20;0.36;7.62;1.148;0
93;9;16;21;0.36;7.09;1.148;0
93;9;16;22;0.36;7.73;1.148;0
93;9;16;23;0.3585;8.25;1.824;0
93;9;17;0;0.36;7.05;1.824;0
93;9;17;1;0.357;7.11;1.824;0
93;9;17;2;0.354;7.9;1.824;0
93;9;17;3;0.354;7.97;1.316;0
93;9;17;4;0.354;7.88;1.316;0
93;9;17;5;0.357;7.12;1.316;0
93;9;17;6;0.36;7.57;1.316;0
93;9;17;7;0.36;9.74;1.316;0
93;9;17;8;0.36;9.95;1.316;0
93;9;17;9;0.36;12.22;1.316;0
93;9;17;10;0.348;13.07;1.824;0
93;9;17;11;0.342;14.55;1.824;0
93;9;17;12;0.3405;14.9;1.824;0
93;9;17;13;0.336;14.96;1.824;0
93;9;17;14;0.336;15.4;1.824;0
93;9;17;15;0.35575;15.2;1.824;0
93;9;17;16;0.3835;14.96;1.824;0
93;9;17;17;0.36975;14.74;1.824;0
93;9;17;18;0.3405;12.91;1.824;0
93;9;17;19;0.318;9.23;1.824;0
93;9;17;20;0.303;8.61;1.824;0
93;9;17;21;0.29875;8.94;1.824;0
93;9;17;22;0.3015;8.81;1.824;0
93;9;17;23;0.312;8.09;1.316;0
93;9;18;0;0.318;9.24;1.316;0
93;9;18;1;0.324;6.461;1.316;0
93;9;18;2;0.324;6.247;1.316;0
93;9;18;3;0.324;6.078;2.061;0
93;9;18;4;0.324;4.756;2.061;0.015873016
93;9;18;5;0.324;6.192;2.061;0
93;9;18;6;0.321;5.857;2.061;0
93;9;18;7;0.318;7.79;2.061;0
93;9;18;8;0.318;10.4;2.061;0
93;9;18;9;0.3135;12.84;2.061;0
93;9;18;10;0.312;15.39;1.316;0.015873016
93;9;18;11;0.309;16.43;1.316;0.015873016
93;9;18;12;0.306;16.31;1.316;0.047619048
93;9;18;13;0.306;16.65;1.316;0.031746032
93;9;18;14;0.3015;16.86;1.316;0.031746032
93;9;18;15;0.3;15.85;1.316;0.015873016
93;9;18;16;0.3;15.21;1.316;0
93;9;18;17;0.3;14.99;1.316;0
93;9;18;18;0.3;12.89;1.316;0
93;9;18;19;0.3;9.65;1.316;0
93;9;18;20;0.3;9.27;1.316;0
93;9;18;21;0.29625;9.62;1.316;0
93;9;18;22;0.295;10.21;1.316;0
93;9;18;23;0.295;9.43;2.061;0
93;9;19;0;0.295;15.27;2.061;0
93;9;19;1;0.295;9.47;2.061;0
93;9;19;2;0.295;9.25;2.061;0
93;9;19;3;0.295;8.37;2.206;0
93;9;19;4;0.295;9.68;2.206;0
93;9;19;5;0.295;10.2;2.206;0.015873016
93;9;19;6;0.295;11.05;2.206;0
93;9;19;7;0.292;12.08;2.206;0
93;9;19;8;0.2905;13.34;2.206;0
93;9;19;9;0.289;15.46;2.206;0
93;9;19;10;0.289;17.23;2.061;0
93;9;19;11;0.286;18.94;2.061;0
93;9;19;12;0.286;20.04;2.061;0
93;9;19;13;0.283;19.74;2.061;0
93;9;19;14;0.283;18.71;2.061;0
93;9;19;15;0.2815;18.58;2.061;0
93;9;19;16;0.277;17.62;2.061;0
93;9;19;17;0.2785;17.1;2.061;0.015873016
93;9;19;18;0.283;16.12;2.061;0.047619048
93;9;19;19;0.283;15.48;2.061;0
93;9;19;20;0.283;15.32;2.061;0
93;9;19;21;0.283;15.22;2.061;0
93;9;19;22;0.283;15.37;2.061;0
93;9;19;23;0.283;15.06;2.206;0
93;9;20;0;0.283;12.62;2.206;0.079365079
93;9;20;1;0.283;15.18;2.206;0.888888889
93;9;20;2;0.283;14.33;2.206;0.015873016
93;9;20;3;0.283;14.17;0.36;0.349206349
93;9;20;4;0.283;14.52;0.36;0.142857143
93;9;20;5;0.2845;14.92;0.36;0
93;9;20;6;0.283;14.97;0.36;0
93;9;20;7;0.283;14.74;0.36;0.222222222
93;9;20;8;0.283;15.09;0.36;0
93;9;20;9;0.283;15.82;0.36;0
93;9;20;10;0.283;16.11;2.206;0.031746032
93;9;20;11;0.283;15.95;2.206;1.047619048
93;9;20;12;0.283;15.74;2.206;0.396825397
93;9;20;13;0.289;15.35;2.206;0.301587302
93;9;20;14;0.2935;14.73;2.206;0.80952381
93;9;20;15;0.295;14.03;2.206;0.317460317
93;9;20;16;0.29875;14.04;2.206;0.031746032
93;9;20;17;0.303;13.87;2.206;0.126984127
93;9;20;18;0.306;13.55;2.206;0.031746032
93;9;20;19;0.306;13.55;2.206;0
93;9;20;20;0.306;13.52;2.206;0
93;9;20;21;0.309;13.09;2.206;0.015873016
93;9;20;22;0.312;12.63;2.206;0
93;9;20;23;0.318;12.23;0.36;0
93;9;21;0;0.324;8.94;0.36;0
93;9;21;1;0.3285;11.29;0.36;0
93;9;21;2;0.33;10.54;0.36;0.015873016
93;9;21;3;0.3345;8.83;1.846;0
93;9;21;4;0.336;7.58;1.846;0
93;9;21;5;0.342;8.8;1.846;0.746031746
93;9;21;6;0.339;11.98;1.846;0.031746032
93;9;21;7;0.336;11.88;1.846;0
93;9;21;8;0.336;13.41;1.846;0
93;9;21;9;0.336;15.48;1.846;0
93;9;21;10;0.33;15.99;0.36;0
93;9;21;11;0.3255;16.5;0.36;0.222222222
93;9;21;12;0.324;16.37;0.36;0.063492063
93;9;21;13;0.324;16.89;0.36;0.222222222
93;9;21;14;0.33;15.77;0.36;0.063492063
93;9;21;15;0.35575;17.18;0.36;0
93;9;21;16;0.38225;16.54;0.36;0.031746032
93;9;21;17;0.4805;15.7;0.36;0
93;9;21;18;0.629;13.85;0.36;0
93;9;21;19;0.661;12.57;0.36;0.015873016
93;9;21;20;0.64225;11.9;0.36;0
93;9;21;21;0.61;11.43;0.36;0
93;9;21;22;0.5825;11.15;0.36;0
93;9;21;23;0.56425;9.48;1.846;0
93;9;22;0;0.52125;6.203;1.846;0.015873016
93;9;22;1;0.4815;8.59;1.846;0
93;9;22;2;0.4605;8.07;1.846;0
93;9;22;3;0.44925;8.03;1.286;0
93;9;22;4;0.437;9.53;1.286;0.380952381
93;9;22;5;0.43075;9.49;1.286;0.492063492
93;9;22;6;0.41775;9.48;1.286;0
93;9;22;7;0.4095;9.9;1.286;0
93;9;22;8;0.4015;11.5;1.286;0
93;9;22;9;0.39025;13.79;1.286;0
93;9;22;10;0.382;14.56;1.846;0
93;9;22;11;0.373;17.77;1.846;0.031746032
93;9;22;12;0.367;17.77;1.846;0.015873016
93;9;22;13;0.36;17.04;1.846;0
93;9;22;14;0.3555;16.66;1.846;0
93;9;22;15;0.354;17.74;1.846;0
93;9;22;16;0.354;16.41;1.846;0.015873016
93;9;22;17;0.354;14.65;1.846;0
93;9;22;18;0.348;11.69;1.846;0.396825397
93;9;22;19;0.3435;10.79;1.846;0.047619048
93;9;22;20;0.342;9.54;1.846;0
93;9;22;21;0.342;8.54;1.846;0
93;9;22;22;0.339;7.72;1.846;0
93;9;22;23;0.336;6.85;1.789;0
93;9;23;0;0.336;6.223;1.286;0
93;9;23;1;0.33;5.286;1.286;0
93;9;23;2;0.33;4.447;1.286;0
93;9;23;3;0.3285;4.599;1.861;0
93;9;23;4;0.324;4.248;1.861;0
93;9;23;5;0.324;3.208;1.861;0
93;9;23;6;0.324;2.489;1.861;0
93;9;23;7;0.324;3.914;1.861;0.015873016
93;9;23;8;0.3195;7.54;1.861;0
93;9;23;9;0.324;11.45;1.861;0
93;9;23;10;0.324;13.83;1.286;0
93;9;23;11;0.324;16.04;1.286;0
93;9;23;12;0.318;15.81;1.286;0.031746032
93;9;23;13;0.318;16.43;1.286;0.047619048
93;9;23;14;0.3135;16.3;1.286;0.031746032
93;9;23;15;0.312;16.3;1.286;0.031746032
93;9;23;16;0.3105;15.17;1.286;0
93;9;23;17;0.306;13.87;1.286;0
93;9;23;18;0.306;11.76;1.286;0
93;9;23;19;0.3015;10.03;1.286;0
93;9;23;20;0.3;9.1;1.286;0
93;9;23;21;0.3045;8.1;1.286;0
93;9;23;22;0.3015;7.7;1.286;0
93;9;23;23;0.3015;6.582;1.861;0
93;9;24;0;0.3;10.86;1.861;0
93;9;24;1;0.3;5.759;1.861;0.015873016
93;9;24;2;0.3;6.043;1.861;0
93;9;24;3;0.3;4.994;1.261;0
93;9;24;4;0.29875;5.032;1.261;0
93;9;24;5;0.295;5.431;1.261;0
93;9;24;6;0.295;7.52;1.261;0.015873016
93;9;24;7;0.295;8.34;1.261;0
93;9;24;8;0.295;10.02;1.261;0
93;9;24;9;0.295;11.63;1.261;0
93;9;24;10;0.295;15.33;1.861;0
93;9;24;11;0.295;16.89;1.861;0
93;9;24;12;0.295;16.44;1.861;0
93;9;24;13;0.2905;16.38;1.861;0
93;9;24;14;0.289;16.27;1.861;0
93;9;24;15;0.289;17.66;1.861;0
93;9;24;16;0.283;15.59;1.861;0
93;9;24;17;0.283;14.52;1.861;0
93;9;24;18;0.283;13.19;1.861;0
93;9;24;19;0.283;11.96;1.861;0
93;9;24;20;0.30475;11.54;1.861;0
93;9;24;21;0.3345;11.13;1.861;0
93;9;24;22;0.3255;11.25;1.861;0
93;9;24;23;0.3045;11.25;1.261;0
93;9;25;0;0.295;2.924;1.261;0
93;9;25;1;0.3135;10.26;1.261;0
93;9;25;2;0.3285;10.3;1.261;0
93;9;25;3;0.315;10.29;1.728;0.063492063
93;9;25;4;0.29175;10.32;1.728;0.047619048
93;9;25;5;0.27025;11.03;1.728;0.126984127
93;9;25;6;0.25525;10.63;1.728;0.015873016
93;9;25;7;0.2455;10.29;1.728;0.015873016
93;9;25;8;0.239;10.96;1.728;0
93;9;25;9;0.239;11.41;1.728;0
93;9;25;10;0.24025;12.55;1.261;0
93;9;25;11;0.24975;13.2;1.261;0
93;9;25;12;0.2635;14.28;1.261;0
93;9;25;13;0.2635;13.72;1.261;0
93;9;25;14;0.258;15.18;1.261;0
93;9;25;15;0.255;14.16;1.261;0
93;9;25;16;0.255;13.97;1.261;0
93;9;25;17;0.2525;13.61;1.261;0
93;9;25;18;0.25;10.72;1.261;0
93;9;25;19;0.247;6.984;1.261;0
93;9;25;20;0.244;6.01;1.261;0
93;9;25;21;0.247;5.391;1.261;0
93;9;25;22;0.25;4.078;1.261;0
93;9;25;23;0.25;3.266;1.728;0
