Year;Month;day;hour;Flow (m³/s);Temp (C);ET (mm/day);Prec (mm/h)
95;1;6;3;8.4135;0.99;0.259;0.022222222
95;1;6;4;7.8975;-0.015;0.259;0.006349206
95;1;6;5;7.4685;3.126;0.259;0.019047619
95;1;6;6;7.135;3.731;0.259;0
95;1;6;7;6.82675;3.469;0.259;0.012698413
95;1;6;8;6.54025;3.545;0.259;0.00952381
95;1;6;9;6.26575;3.795;0.259;0.015873016
95;1;6;10;6.021;5.605;0.041;0.003174603
95;1;6;11;5.79325;6.859;0.041;0
95;1;6;12;5.51775;7.68;0.041;0
95;1;6;13;5.29725;7.86;0.041;0
95;1;6;14;5.22725;7.81;0.041;0
95;1;6;15;5.14275;6.749;0.041;0
95;1;6;16;5.04725;4.651;0.041;0
95;1;6;17;4.86575;4.07;0.041;0
95;1;6;18;4.7515;1.81;0.041;0
95;1;6;19;4.64625;0.061;0.041;0
95;1;6;20;4.553;0.59;0.041;0
95;1;6;21;4.45975;0.952;0.041;0
95;1;6;22;4.37575;0.538;0.041;0
95;1;6;23;4.29475;0.073;0.259;0.003174603
95;1;7;0;4.23375;9.38;0.259;0
95;1;7;1;4.1615;-1.637;0.259;0
95;1;7;2;4.0955;-1.659;0.259;0
95;1;7;3;4.035;-2.469;0.202;0
95;1;7;4;3.9745;-1.446;0.202;0
95;1;7;5;3.9115;-0.964;0.202;0.006349206
95;1;7;6;3.84625;-0.592;0.202;0.003174603
95;1;7;7;3.792;0.267;0.202;0.022222222
95;1;7;8;3.73525;0.658;0.202;0.031746032
95;1;7;9;3.6865;1.362;0.202;0.034920635
95;1;7;10;3.63825;2.371;0.259;0.003174603
95;1;7;11;3.598;3.708;0.259;0.003174603
95;1;7;12;3.56325;4.733;0.259;0.003174603
95;1;7;13;3.49125;6.919;0.259;0
95;1;7;14;3.26425;7.13;0.259;0.003174603
95;1;7;15;3.38525;8.05;0.259;0.003174603
95;1;7;16;3.441;7.96;0.259;0.003174603
95;1;7;17;3.4275;7.48;0.259;0.00952381
95;1;7;18;3.412;7.76;0.259;0.041269841
95;1;7;19;3.3935;7.53;0.259;0.034920635
95;1;7;20;3.39075;8.47;0.259;0.095238095
95;1;7;21;3.33525;8.69;0.259;0.00952381
95;1;7;22;3.32225;9.09;0.259;0.006349206
95;1;7;23;3.309;9.31;0.202;0.006349206
95;1;8;0;3.288;4.194;0.202;0.00952381
95;1;8;1;3.27475;9.29;0.202;0.012698413
95;1;8;2;3.2645;8.88;0.202;0.006349206
95;1;8;3;3.251;8.95;0.068;0.034920635
95;1;8;4;3.2435;8.84;0.068;0.066666667
95;1;8;5;3.225;8.75;0.068;0.022222222
95;1;8;6;3.215;8.59;0.068;0.006349206
95;1;8;7;3.20175;8.67;0.068;0.022222222
95;1;8;8;3.189;8.86;0.068;0.019047619
95;1;8;9;3.17825;8.98;0.068;0.019047619
95;1;8;10;3.16525;10.31;0.202;0.107936508
95;1;8;11;3.1545;10.46;0.202;0.136507937
95;1;8;12;3.147;10.62;0.202;0.66984127
95;1;8;13;3.142;8.45;0.202;0.003174603
95;1;8;14;3.137;7.67;0.202;0
95;1;8;15;3.1315;7.21;0.202;0.003174603
95;1;8;16;3.1395;7.1;0.202;0
95;1;8;17;3.165;5.424;0.202;0
95;1;8;18;3.1995;2.368;0.202;0
95;1;8;19;3.2225;1.452;0.202;0
95;1;8;20;3.24875;1.772;0.202;0
95;1;8;21;3.272;2.49;0.202;0
95;1;8;22;3.26175;2.682;0.202;0
95;1;8;23;3.22525;3.776;0.068;0
95;1;9;0;3.1835;9.1;0.068;0.006349206
95;1;9;1;3.147;2.473;0.068;0.003174603
95;1;9;2;3.1235;2.139;0.068;0.003174603
95;1;9;3;3.098;1.252;0.465;0
95;1;9;4;3.06175;2.768;0.465;0.003174603
95;1;9;5;3.03075;2.658;0.465;0.012698413
95;1;9;6;3.0075;2.486;0.465;0.003174603
95;1;9;7;2.987;4.906;0.465;0.006349206
95;1;9;8;2.96375;5.242;0.465;0.003174603
95;1;9;9;2.9585;5.826;0.465;0
95;1;9;10;2.9435;6.574;0.068;0
95;1;9;11;2.931;7.11;0.068;0
95;1;9;12;2.91275;8.08;0.068;0
95;1;9;13;2.9025;8.42;0.068;0
95;1;9;14;2.885;8.81;0.068;0
95;1;9;15;2.86725;8.94;0.068;0
95;1;9;16;2.859;9.03;0.068;0
95;1;9;17;2.8565;9.03;0.068;0
95;1;9;18;2.8415;9.25;0.068;0
95;1;9;19;2.839;9.4;0.068;0
95;1;9;20;2.8315;9.5;0.068;0.006349206
95;1;9;21;2.8215;9.48;0.068;0.003174603
95;1;9;22;2.7935;9.44;0.068;0.003174603
95;1;9;23;2.7655;9.36;0.465;0.003174603
95;1;10;0;2.733;10.36;1.396;0.006349206
95;1;10;1;2.7155;9.23;1.396;0
95;1;10;2;2.693;9.03;1.396;0.003174603
95;1;10;3;2.678;8.94;0.685;0
95;1;10;4;2.658;8.88;0.685;0.136507937
95;1;10;5;2.643;8.67;0.685;0.26031746
95;1;10;6;2.638;8.68;0.685;0.066666667
95;1;10;7;2.6305;8.32;0.685;0.003174603
95;1;10;8;2.623;8.61;0.685;0.044444444
95;1;10;9;2.6155;8.88;0.685;0.034920635
95;1;10;10;2.613;9.3;1.396;0.041269841
95;1;10;11;2.6155;9.71;1.396;0.031746032
95;1;10;12;2.6105;9.69;1.396;0.015873016
95;1;10;13;2.6055;9.66;1.396;0.015873016
95;1;10;14;2.5905;9.11;1.396;0.33015873
95;1;10;15;2.588;8.52;1.396;0.244444444
95;1;10;16;2.5955;10.61;1.396;0.003174603
95;1;10;17;2.598;10.73;1.396;0
95;1;10;18;2.598;10.92;1.396;0.006349206
95;1;10;19;2.6005;11.13;1.396;0
95;1;10;20;2.613;11.54;1.396;0.003174603
95;1;10;21;2.633;11.32;1.396;0
95;1;10;22;2.643;11.12;1.396;0.063492063
95;1;10;23;2.6555;10.58;0.685;0.038095238
95;1;11;0;2.678;7.44;0.685;0.006349206
95;1;11;1;2.7005;4.136;0.111;0.006349206
95;1;11;2;2.708;4.443;0.262;0.031746032
95;1;11;3;2.6955;4.227;0.191;0.012698413
95;1;11;4;2.663;4.872;0.615;0
95;1;11;5;2.6355;5.023;0.335;0
95;1;11;6;2.6155;5.151;0.637;0
95;1;11;7;2.593;5.081;0.441;0
95;1;11;8;2.5755;5.493;0.731;0.003174603
95;1;11;9;2.563;5.946;0.618;0
95;1;11;10;2.53825;13.87;0.111;0
95;1;11;11;2.519;8.44;0.111;0
95;1;11;12;2.5015;8.65;0.111;0.003174603
95;1;11;13;2.489;8.85;0.262;0.003174603
95;1;11;14;2.46675;9.49;0.262;0
95;1;11;15;2.45;9.8;0.262;0.066666667
95;1;11;16;2.445;10.98;0.262;0
95;1;11;17;2.4205;11.23;0.262;0.003174603
95;1;11;18;2.3765;12.1;0.262;0
95;1;11;19;2.367;12.67;0.262;0
95;1;11;20;2.39125;11.12;0.262;0
95;1;11;21;2.4275;13.67;0.262;0
95;1;11;22;2.38625;13.17;0.262;0.003174603
95;1;11;23;2.3375;12.89;0.191;0.003174603
95;1;12;0;2.311;-0.542;0.623;0
95;1;12;1;2.28425;6.158;0.489;0
95;1;12;2;2.2675;4.391;0.111;0
95;1;12;3;2.2505;3.53;0.471;0
95;1;12;4;2.2315;3.812;0.274;0
95;1;12;5;2.212;1.748;0.365;0
95;1;12;6;2.193;0.637;0.108;0
95;1;12;7;2.1835;-0.151;0.571;0.003174603
95;1;12;8;2.16675;0.54;0.246;0
95;1;12;9;2.1525;3.147;0.225;0.038095238
95;1;12;10;2.145;7.76;0.489;0.022222222
95;1;12;11;2.1355;9.04;0.489;0.031746032
95;1;12;12;2.131;8.75;0.489;0.025396825
95;1;12;13;2.1235;8.54;0.111;0.063492063
95;1;12;14;2.10975;8.27;0.111;0.012698413
95;1;12;15;2.09325;8.4;0.111;0.012698413
95;1;12;16;2.0765;8.36;0.111;0
95;1;12;17;2.0695;9.29;0.111;0
95;1;12;18;2.055;8.51;0.111;0
95;1;12;19;2.0505;8.51;0.111;0
95;1;12;20;2.0435;1.457;0.111;0
95;1;12;21;2.036;8.09;0.111;0
95;1;12;22;2.03375;8.57;0.111;0
95;1;12;23;2.027;8.34;0.72;0
95;1;13;0;2.02025;4.624;0.244;0
95;1;13;1;2.018;-0.885;0.504;0
95;1;13;2;2.018;-0.401;0.504;0
95;1;13;3;2.018;-0.889;0.836;0
95;1;13;4;2.0155;-1.014;0.836;0
95;1;13;5;2.00125;-1.117;0.836;0
95;1;13;6;1.989;-1.102;0.836;0.003174603
95;1;13;7;1.98;-1.261;0.836;0.006349206
95;1;13;8;1.98;0.167;0.836;0.003174603
95;1;13;9;1.97775;3.941;0.836;0.003174603
95;1;13;10;1.971;8.07;0.504;0
95;1;13;11;1.971;11.36;0.504;0
95;1;13;12;1.98;13.03;0.504;0
95;1;13;13;1.98;12.65;0.504;0
95;1;13;14;1.9755;11.79;0.504;0.003174603
95;1;13;15;1.971;10.68;0.504;0
95;1;13;16;1.966;9.68;0.504;0
95;1;13;17;1.961;9.09;0.504;0
95;1;13;18;1.961;8.8;0.504;0.044444444
95;1;13;19;1.961;8.5;0.504;0.041269841
95;1;13;20;1.961;7.76;0.504;0.044444444
95;1;13;21;1.9685;6.439;0.504;0.006349206
95;1;13;22;1.971;4.864;0.504;0.003174603
95;1;13;23;1.961;4.477;0.836;0.028571429
95;1;14;0;1.9565;1.842;0.836;0
95;1;14;1;1.943;4.378;0.836;0
95;1;14;2;1.943;3.026;0.836;0
95;1;14;3;1.943;3.254;0.81;0.003174603
95;1;14;4;1.943;3.705;0.81;0.003174603
95;1;14;5;1.9385;2.804;0.81;0
95;1;14;6;1.934;1.885;0.81;0.003174603
95;1;14;7;1.9385;0.899;0.81;0
95;1;14;8;1.943;1.806;0.81;0
95;1;14;9;1.943;4.329;0.81;0
95;1;14;10;1.9385;6.585;0.836;0
95;1;14;11;1.9265;8.52;0.836;0
95;1;14;12;1.924;9.46;0.836;0
95;1;14;13;1.9265;10.03;0.836;0
95;1;14;14;1.9265;10.1;0.836;0
95;1;14;15;1.938;9.43;0.836;0.088888889
95;1;14;16;1.943;6.089;0.836;0.003174603
95;1;14;17;1.924;3.184;0.836;0
95;1;14;18;1.91725;1.934;0.836;0
95;1;14;19;1.91725;0.222;0.836;0
95;1;14;20;1.9125;1.22;0.836;0
95;1;14;21;1.878;0.537;0.836;0
95;1;14;22;1.887;1.054;0.836;0
95;1;14;23;1.878;2.229;0.81;0.006349206
95;1;15;0;1.8735;-0.336;0.81;0.057142857
95;1;15;1;1.869;2.751;0.81;0.079365079
95;1;15;2;1.859;2.935;0.81;0.152380952
95;1;15;3;1.85225;2.741;0.706;0.066666667
95;1;15;4;1.84775;2.412;0.706;0.003174603
95;1;15;5;1.841;1.934;0.706;0.006349206
95;1;15;6;1.841;3.332;0.706;0
95;1;15;7;1.841;4.283;0.706;0.00952381
95;1;15;8;1.841;4.723;0.706;0
95;1;15;9;1.841;6.212;0.706;0
95;1;15;10;1.841;8.53;0.81;0
95;1;15;11;1.841;9.56;0.81;0
95;1;15;12;1.832;9.05;0.81;0
95;1;15;13;1.83875;9.12;0.81;0.003174603
95;1;15;14;1.841;7.7;0.81;0
95;1;15;15;1.841;7.9;0.81;0
95;1;15;16;1.841;6.387;0.81;0
95;1;15;17;1.83875;4.211;0.81;0
95;1;15;18;1.832;2.722;0.81;0
95;1;15;19;1.832;2.141;0.81;0.019047619
95;1;15;20;1.832;1.429;0.81;0.00952381
95;1;15;21;1.823;1.199;0.81;0.092063492
95;1;15;22;1.823;0.228;0.81;0.022222222
95;1;15;23;1.823;-0.167;0.706;0.025396825
95;1;16;0;1.818;1.547;0.706;0.003174603
95;1;16;1;1.813;0.439;0.706;0.003174603
95;1;16;2;1.813;0.322;0.706;0
95;1;16;3;1.8155;-0.207;0.736;0.022222222
95;1;16;4;1.823;-0.796;0.736;0.015873016
95;1;16;5;1.813;-0.687;0.736;0.003174603
95;1;16;6;1.813;-0.585;0.736;0.003174603
95;1;16;7;1.8085;-1.184;0.736;0.00952381
95;1;16;8;1.7995;0.179;0.736;0.006349206
95;1;16;9;1.795;2.993;0.736;0.025396825
95;1;16;10;1.78825;6.745;0.706;0.015873016
95;1;16;11;1.786;9.23;0.706;0.015873016
95;1;16;12;1.795;10.8;0.706;0
95;1;16;13;1.7995;11.37;0.706;0.006349206
95;1;16;14;1.79725;11.51;0.706;0
95;1;16;15;1.79725;10.68;0.706;0.003174603
95;1;16;16;1.795;8.71;0.706;0
95;1;16;17;1.795;3.822;0.706;0
95;1;16;18;1.79275;1.99;0.706;0
95;1;16;19;1.78825;2.079;0.706;0
95;1;16;20;1.78825;1.658;0.706;0.165079365
95;1;16;21;1.8135;1.675;0.706;3.434920635
95;1;16;22;1.857;0.823;0.706;1.39047619
95;1;16;23;1.901;2.373;0.736;0.396825397
95;1;17;0;1.98025;9.79;0.736;0.038095238
95;1;17;1;2.17875;0.882;0.736;0.00952381
95;1;17;2;2.537;0.436;0.736;0.00952381
95;1;17;3;3.17125;-1.108;0.28;0.012698413
95;1;17;4;3.31175;-1.411;0.28;0.003174603
95;1;17;5;3.57;-1.164;0.28;0.003174603
95;1;17;6;4.1535;-0.697;0.28;0.273015873
95;1;17;7;4.1865;-0.176;0.28;0.971428571
95;1;17;8;4.0185;0.477;0.28;0.628571429
95;1;17;9;3.857;2.231;0.28;0.034920635
95;1;17;10;3.738;4.939;0.736;0.117460317
95;1;17;11;3.7325;6.478;0.736;0.142857143
95;1;17;12;3.8;7.86;0.736;0.085714286
95;1;17;13;3.939;9.16;0.736;1.228571429
95;1;17;14;4.26775;10.43;0.736;1.46984127
95;1;17;15;5.00525;10.45;0.736;1.653968254
95;1;17;16;5.8005;9.7;0.736;2.311111111
95;1;17;17;6.92825;9.25;0.736;1.577777778
95;1;17;18;8.71775;9.25;0.736;0.46031746
95;1;17;19;11.396;9.49;0.736;0.047619048
95;1;17;20;15.39425;9.46;0.736;0.203174603
95;1;17;21;19.77725;9.66;0.736;0
95;1;17;22;24.08025;9.66;0.736;0.003174603
95;1;17;23;27.21375;9.67;0.28;0
95;1;18;0;28.0605;9.31;0.28;0.003174603
95;1;18;1;26.1355;9.76;0.28;0
95;1;18;2;21.888;9.72;0.28;0.003174603
95;1;18;3;17.73975;9.73;0.315;0
95;1;18;4;14.599;9.76;0.315;0
95;1;18;5;12.37625;9.99;0.315;0
95;1;18;6;10.7875;9.76;0.315;0
95;1;18;7;9.60375;9.93;0.315;0
95;1;18;8;8.7525;10.12;0.315;0
95;1;18;9;8.0805;11.29;0.315;0
95;1;18;10;7.557;11.9;0.28;0.012698413
95;1;18;11;7.11325;12.55;0.28;0
95;1;18;12;6.75575;13.29;0.28;0
95;1;18;13;6.43625;13.65;0.28;0
95;1;18;14;6.15675;13.08;0.28;0
95;1;18;15;5.895;13.12;0.28;0
95;1;18;16;5.689;12.64;0.28;0
95;1;18;17;5.541;11.67;0.28;0
95;1;18;18;5.3555;11.56;0.28;0
95;1;18;19;5.15725;11.5;0.28;0
95;1;18;20;4.95775;11.24;0.28;0.126984127
95;1;18;21;4.81125;10.62;0.28;0.406349206
95;1;18;22;4.689;9.83;0.28;0.006349206
95;1;18;23;4.5755;9.67;0.315;0.003174603
95;1;19;0;4.48225;8.53;0.315;0
95;1;19;1;4.40675;9.24;0.315;0
95;1;19;2;4.32825;7.57;0.315;0.003174603
95;1;19;3;4.2615;8.98;0.436;0.00952381
95;1;19;4;4.189;9.03;0.436;0
95;1;19;5;4.13125;8.93;0.436;0
95;1;19;6;4.068;8.91;0.436;0.028571429
95;1;19;7;4.0075;9.17;0.436;0.066666667
95;1;19;8;3.94975;9.18;0.436;0
95;1;19;9;3.895;10.37;0.436;0.257142857
95;1;19;10;3.871;11.43;0.315;2.673015873
95;1;19;11;3.92775;13.27;0.315;2.428571429
95;1;19;12;4.0845;12.67;0.315;1.158730159
95;1;19;13;4.56275;12.74;0.315;0.057142857
95;1;19;14;5.83975;12.35;0.315;0.006349206
95;1;19;15;7.67475;11.96;0.315;0
95;1;19;16;10.55775;11.45;0.315;0
95;1;19;17;15.16425;11.26;0.315;0
95;1;19;18;18.504;11.04;0.315;0
95;1;19;19;18.958;11.03;0.315;0
95;1;19;20;16.7115;10.75;0.315;0
95;1;19;21;13.4165;10.2;0.315;4.047619048
95;1;19;22;11.30175;9.4;0.315;1.161904762
95;1;19;23;10.58025;8.54;0.436;0.012698413
95;1;20;0;11.2255;1.984;0.436;0
95;1;20;1;12.82025;4.039;0.436;0.123809524
95;1;20;2;14.80375;3.281;0.436;0.26031746
95;1;20;3;17.13475;4.17;0.402;0.911111111
95;1;20;4;18.98525;4.396;0.402;0.387301587
95;1;20;5;19.13375;3.488;0.402;0.082539683
95;1;20;6;17.6545;3.148;0.402;0.00952381
95;1;20;7;15.516;3.858;0.402;0.012698413
95;1;20;8;13.944;5.918;0.402;0.003174603
95;1;20;9;13.479;5.152;0.402;0.006349206
95;1;20;10;13.6635;5.959;0.436;0.006349206
95;1;20;11;13.2455;8.13;0.436;0.003174603
95;1;20;12;12.12725;6.716;0.436;0
95;1;20;13;10.952;8.63;0.436;0.13015873
95;1;20;14;10.01325;7.54;0.436;0
95;1;20;15;9.36275;6.884;0.436;0
95;1;20;16;8.72625;6.049;0.436;0
95;1;20;17;8.14475;5.532;0.436;0
95;1;20;18;7.728;3.541;0.436;0
95;1;20;19;7.39225;2.64;0.436;0
95;1;20;20;7.1005;3.048;0.436;0
95;1;20;21;6.824;2.346;0.436;0
95;1;20;22;6.577;2.072;0.436;0.003174603
95;1;20;23;6.35375;2.721;0.402;0
95;1;21;0;6.1445;10.02;0.402;0
95;1;21;1;5.961;10.24;0.133;0.003174603
95;1;21;2;5.79925;9.49;0.341;0
95;1;21;3;5.6475;9.34;0.225;0.003174603
95;1;21;4;5.5055;9.48;0.556;0.263492063
95;1;21;5;5.379;9.66;0.654;0.066666667
95;1;21;6;5.274;9.77;0.581;1.025396825
95;1;21;7;5.18925;9.64;0.455;0.015873016
95;1;21;8;5.11375;9.26;0.106;0
95;1;21;9;5.08775;10.54;0.15;0.777777778
95;1;21;10;5.1805;3.83;0.133;2.8
95;1;21;11;5.394;-0.865;0.133;2.86031746
95;1;21;12;5.995;-0.479;0.133;0.771428571
95;1;21;13;7.41875;-0.031;0.341;0.025396825
95;1;21;14;10.10125;0.022;0.341;0.012698413
95;1;21;15;14.4985;-0.372;0.341;0.006349206
95;1;21;16;20.197;-0.267;0.341;0.095238095
95;1;21;17;26.035;-0.343;0.341;0.444444444
95;1;21;18;30.379;-0.365;0.341;0.019047619
95;1;21;19;31.5235;0.04;0.341;0.079365079
95;1;21;20;28.02475;6.844;0.341;0.498412698
95;1;21;21;21.101;1.513;0.341;0.511111111
95;1;21;22;15.899;1.396;0.341;0.904761905
95;1;21;23;13.34025;2.753;0.225;0.577777778
95;1;22;0;12.27125;11.05;0.093;0.412698413
95;1;22;1;12.03075;9.75;0.288;0.022222222
95;1;22;2;12.50175;10.29;0.149;0.098412698
95;1;22;3;13.52725;10.42;0.389;0.012698413
95;1;22;4;14.76875;10.39;0.143;0.012698413
95;1;22;5;15.78675;10.12;0.133;0.031746032
95;1;22;6;16.169;9.62;0.103;0.012698413
95;1;22;7;15.585;8.8;0.174;0.019047619
95;1;22;8;14.2405;7.38;-0.124;0.003174603
95;1;22;9;12.75525;8.58;-0.204;0.003174603
95;1;22;10;11.531;8.99;0.288;0.238095238
95;1;22;11;10.61825;2.19;0.288;1.104761905
95;1;22;12;9.94225;2.364;0.288;1.114285714
95;1;22;13;9.52275;2.365;0.149;1.625396825
95;1;22;14;9.49225;2.879;0.149;0.765079365
95;1;22;15;9.84775;3.143;0.149;0.282539683
95;1;22;16;10.84225;3.197;0.149;0.050793651
95;1;22;17;12.60075;3.17;0.149;0.003174603
95;1;22;18;15.1985;3.3;0.149;0.711111111
95;1;22;19;18.219;3.656;0.149;0.146031746
95;1;22;20;20.1845;10.31;0.149;0.003174603
95;1;22;21;20.3825;9.84;0.149;0.695238095
95;1;22;22;18.9905;11.84;0.149;0.111111111
95;1;22;23;17.0005;12.19;0.128;0.504761905
95;1;23;0;15.46175;9.1;-0.217;0.152380952
95;1;23;1;14.7095;11.03;0.058;0.006349206
95;1;23;2;14.24625;11.05;0.208;0
95;1;23;3;13.9325;11.28;0.132;0.482539683
95;1;23;4;13.85625;11.34;0.132;0.038095238
95;1;23;5;13.7615;11.46;0.132;0.571428571
95;1;23;6;13.45775;11.26;0.132;0.003174603
95;1;23;7;12.9435;11.35;0.132;0
95;1;23;8;12.37725;11.52;0.132;0.006349206
95;1;23;9;11.94675;11.62;0.132;0.053968254
95;1;23;10;11.5965;3.482;0.058;0.006349206
95;1;23;11;11.26925;0.722;0.058;0.003174603
95;1;23;12;10.9305;0.721;0.058;0.104761905
95;1;23;13;10.47475;0.75;0.208;0.041269841
95;1;23;14;9.96575;0.806;0.208;0.003174603
95;1;23;15;9.52625;0.948;0.208;0.003174603
95;1;23;16;9.10425;0.977;0.208;0.025396825
95;1;23;17;8.75525;0.943;0.208;0.034920635
95;1;23;18;8.4295;1.017;0.208;0.053968254
95;1;23;19;8.16075;1.146;0.208;0
95;1;23;20;7.888;9.79;0.208;0
95;1;23;21;7.6485;9.55;0.208;0.003174603
95;1;23;22;7.405;10.65;0.208;0
95;1;23;23;7.20025;9.57;0.132;0.050793651
95;1;24;0;7.00375;3.568;0.132;0.003174603
95;1;24;1;6.8175;8.65;0.132;0.003174603
95;1;24;2;6.6385;8.76;0.132;0
95;1;24;3;6.46675;8.54;0.401;0
95;1;24;4;6.299;8.62;0.401;0
95;1;24;5;6.1505;8.63;0.401;0
95;1;24;6;6.018;8.5;0.401;0
95;1;24;7;5.883;8.51;0.401;0
95;1;24;8;5.7605;9.03;0.401;0
95;1;24;9;5.6325;8.56;0.401;0
95;1;24;10;5.5265;7.83;0.132;0
95;1;24;11;5.432;7.16;0.132;0
95;1;24;12;5.32925;6.44;0.132;0
95;1;24;13;5.2565;6.089;0.132;0
95;1;24;14;5.1805;5.554;0.132;0
95;1;24;15;5.11375;5.023;0.132;0.019047619
95;1;24;16;5.05;4.802;0.132;0.044444444
95;1;24;17;4.96625;4.837;0.132;0.142857143
95;1;24;18;4.926;4.881;0.132;0.358730159
95;1;24;19;4.85125;4.929;0.132;0.644444444
95;1;24;20;4.82;4.613;0.132;0.8
95;1;24;21;4.81175;3.76;0.132;1.26984127
95;1;24;22;4.86575;2.772;0.132;1.152380952
95;1;24;23;5.05875;3.628;0.401;0.606349206
95;1;25;0;5.47925;-2.107;0.401;0.320634921
95;1;25;1;6.07;2.158;0.401;0.377777778
95;1;25;2;6.9115;1.637;0.401;0.295238095
95;1;25;3;8.206;1.161;0.174;0.374603175
95;1;25;4;10.28425;2.912;0.174;0.603174603
95;1;25;5;11.84875;2.879;0.174;0.06984127
95;1;25;6;12.1755;2.211;0.174;0.06031746
95;1;25;7;11.97125;2.259;0.174;0.161904762
95;1;25;8;11.8415;2.21;0.174;0.031746032
95;1;25;9;11.97125;2.545;0.174;0.231746032
95;1;25;10;12.30275;2.398;0.401;0.536507937
95;1;25;11;12.1475;2.904;0.401;0.250793651
95;1;25;12;11.4785;3.395;0.401;0.019047619
95;1;25;13;10.7485;2.244;0.401;0.012698413
95;1;25;14;10.25975;3.365;0.401;0.006349206
95;1;25;15;10.0735;1.85;0.401;0.00952381
95;1;25;16;10.175;-0.009;0.401;0
95;1;25;17;10.24975;-0.33;0.401;0.13015873
95;1;25;18;10.08375;-0.949;0.401;0.088888889
95;1;25;19;9.7;-0.422;0.401;0.346031746
95;1;25;20;9.23325;-0.818;0.401;0.019047619
95;1;25;21;8.798;-1.765;0.401;0.00952381
95;1;25;22;8.488;-2.217;0.401;0.047619048
95;1;25;23;8.2735;-2.187;0.174;0.047619048
95;1;26;0;8.1315;-0.467;0.174;0.13015873
95;1;26;1;8.035;-1.955;0.174;0.022222222
95;1;26;2;7.93575;-1.667;0.174;0.003174603
95;1;26;3;7.795;-1.987;0.033;2.031746032
95;1;26;4;7.65825;-2.052;0.033;0.457142857
95;1;26;5;7.63925;-2.116;0.033;0.568253968
95;1;26;6;7.8685;-2.241;0.033;0.022222222
95;1;26;7;8.342;-1.38;0.033;0
95;1;26;8;9.252;-1.249;0.033;0.003174603
95;1;26;9;11.22825;-0.967;0.033;0.003174603
95;1;26;10;13.04475;-0.552;0.174;0
95;1;26;11;13.595;-0.032;0.174;0
95;1;26;12;12.716;0.42;0.174;0.003174603
95;1;26;13;11.202;0.538;0.174;0.174603175
95;1;26;14;9.84175;0.56;0.174;0.041269841
95;1;26;15;8.97575;0.3;0.174;0.050793651
95;1;26;16;8.34525;0.201;0.174;0.00952381
95;1;26;17;7.87175;0.167;0.174;0
95;1;26;18;7.4935;0.019;0.174;0
95;1;26;19;7.254;-0.104;0.174;0
95;1;26;20;7.016;-0.133;0.174;0
95;1;26;21;6.78025;-0.269;0.174;0.003174603
95;1;26;22;6.5865;-0.262;0.174;0.003174603
95;1;26;23;6.40575;-0.492;0.033;0
95;1;27;0;6.22325;2.622;0.033;0.003174603
95;1;27;1;6.06;-0.682;0.033;0
95;1;27;2;5.913;-0.41;0.033;0
95;1;27;3;5.77525;-1.114;-0.029;0
95;1;27;4;5.6415;-1.719;-0.029;0
95;1;27;5;5.5085;-1.542;-0.029;0.003174603
95;1;27;6;5.41425;-0.975;-0.029;0
95;1;27;7;5.32325;-0.667;-0.029;0.003174603
95;1;27;8;5.236;-0.754;-0.029;0.117460317
95;1;27;9;5.17175;-0.575;-0.029;0.907936508
95;1;27;10;5.13125;-0.257;0.033;1.450793651
95;1;27;11;5.12275;0.137;0.033;0.993650794
95;1;27;12;5.201;0.668;0.033;1.355555556
95;1;27;13;5.47325;0.934;0.033;0.59047619
95;1;27;14;6.1185;1.001;0.033;1.168253968
95;1;27;15;7.3515;0.432;0.033;1.00952381
95;1;27;16;9.98;0.166;0.033;0.387301587
95;1;27;17;13.6835;0.406;0.033;0.241269841
95;1;27;18;17.007;0.534;0.033;0.241269841
95;1;27;19;19.638;0.822;0.033;0.142857143
95;1;27;20;21.85525;1.03;0.033;0.006349206
95;1;27;21;23.59775;1.142;0.033;0.003174603
95;1;27;22;23.66825;1.767;0.033;0
95;1;27;23;21.78975;1.588;-0.029;0.066666667
95;1;28;0;19.29275;-1.579;-0.029;1.053968254
95;1;28;1;16.822;2.649;-0.029;0.977777778
95;1;28;2;15.0795;2.986;-0.029;1.650793651
95;1;28;3;14.206;3.059;0.263;0.326984127
95;1;28;4;14.18075;2.159;0.263;0.952380952
95;1;28;5;15.0385;1.856;0.263;0.06031746
95;1;28;6;16.9865;1.98;0.263;0.212698413
95;1;28;7;19.7575;2.306;0.263;0.571428571
95;1;28;8;22.57525;2.511;0.263;0.025396825
95;1;28;9;24.3215;2.715;0.263;0.034920635
95;1;28;10;24.4855;4.192;-0.029;0.126984127
95;1;28;11;23.6125;4.238;-0.029;0.003174603
95;1;28;12;22.36275;5.023;-0.029;0
95;1;28;13;20.8645;5.271;-0.029;0.006349206
95;1;28;14;18.987;5.231;-0.029;0
95;1;28;15;16.65575;4.683;-0.029;0.834920635
95;1;28;16;14.48275;1.625;-0.029;0.079365079
95;1;28;17;13.00875;-0.425;-0.029;0.034920635
95;1;28;18;12.1125;0.108;-0.029;0.06984127
95;1;28;19;11.49175;0.873;-0.029;0.247619048
95;1;28;20;11.065;-0.475;-0.029;0.225396825
95;1;28;21;10.772;-1.427;-0.029;0.022222222
95;1;28;22;10.539;-0.808;-0.029;0.006349206
95;1;28;23;10.23975;-1.689;0.263;0.003174603
95;1;29;0;9.94525;0.183;0.263;0
